web-scraper-order,web-scraper-start-url,page,page-href,item,item-href,name,price,buylink,buylink-href,image-src,info-label,info
"1616031432-193651","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","G.Skill Trident Z 32 GB         (1)","https://pcpartpicker.com/product/fygPxr/gskill-tridentz-32gb-4-x-8gb-ddr4-3200-memory-f4-3200c16q-32gtzky","G.Skill Trident Z 32 GB (4 x 8 GB) DDR4-3200 CL16 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/c7ee0745585c6f32afe880827a4ee3ec.256p.jpg","","288-pin DIMM"
"1616031184-192051","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","Team T-FORCE DARK Z 16 GB         (0)","https://pcpartpicker.com/product/v2mFf7/team-t-force-dark-z-16-gb-1-x-16-gb-ddr4-3000-memory-tdzgd416g3000hc16c01","Team T-FORCE DARK Z 16 GB (1 x 16 GB) DDR4-3000 CL16 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/7fb8677b2d9d80ac08a5bb1f9ebdaad8.256p.jpg","","1 x 16GB"
"1616031597-194878","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Avexir Raiden 16 GB         (0)","https://pcpartpicker.com/product/Ld98TW/avexir-memory-avd4uz126661504g4rd","Avexir Raiden 16 GB (4 x 4 GB) DDR4-2666 CL15 Memory","","","","/static/forever/img/no-image.png","Part #",""
"1616031189-192096","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","OLOy WarHawk RGB 32 GB         (0)","https://pcpartpicker.com/product/Kdn8TW/oloy-warhawk-rgb-32-gb-2-x-16-gb-ddr4-3000-memory-md4u163016bcda","OLOy WarHawk RGB 32 GB (2 x 16 GB) DDR4-3000 CL16 Memory","","","","","","Red / White"
"1616031731-196051","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Panram Ninja Series 8 GB         (0)","https://pcpartpicker.com/product/JBcMnQ/panram-memory-pud3l1600c114g2njr","Panram Ninja Series 8 GB (2 x 4 GB) DDR3-1600 CL11 Memory","","","","/static/forever/img/no-image.png","","13.75 ns"
"1616031458-193892","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","Avexir Core Series 16 GB         (0)","https://pcpartpicker.com/product/qtnG3C/avexir-memory-avd3u16001108g2cig","Avexir Core Series 16 GB (2 x 8 GB) DDR3-1600 CL11 Memory","","","","","","Yes"
"1616031803-196674","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Panram Ninja Series 4 GB         (0)","https://pcpartpicker.com/product/gbhj4D/panram-memory-pud3l1600c114gnjr","Panram Ninja Series 4 GB (1 x 4 GB) DDR3-1600 CL11 Memory","","","","/static/forever/img/no-image.png","","Non-ECC / Unbuffered"
"1616031137-191608","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","Apacer AU 8 GB         (0)","https://pcpartpicker.com/product/Wjytt6/apacer-au-8-gb-1-x-8-gb-ddr4-2133-cl15-memory-au08ggb13cdybgh","Apacer AU 8 GB (1 x 8 GB) DDR4-2133 CL15 Memory","","","","/static/forever/img/no-image.png","","14.065 ns"
"1616031578-194735","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Mushkin Essentials 8 GB         (0)","https://pcpartpicker.com/product/gzfmP6/mushkin-memory-mes3u1609m4gx2","Mushkin Essentials 8 GB (2 x 4 GB) DDR3-1600 CL9 Memory","","","","/static/forever/img/no-image.png","","Non-ECC / Unbuffered"
"1616031035-190563","https://pcpartpicker.com/products/memory/","","","Corsair Vengeance LPX 16 GB         (7)","https://pcpartpicker.com/product/tPVBD3/corsair-memory-cmk16gx4m2a2400c16r","Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-2400 CL16 Memory","","","","","","Corsair"
"1616031168-191897","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","Thermaltake TOUGHPOWER 16 GB         (0)","https://pcpartpicker.com/product/k3NgXL/thermaltake-toughpower-16-gb-2-x-8-gb-ddr4-4266-memory-r017d408gx2-4266c19a","Thermaltake TOUGHPOWER 16 GB (2 x 8 GB) DDR4-4266 CL19 Memory","","","","/static/forever/img/no-image.png","","Thermaltake"
"1616031729-196019","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Panram Ninja Series 8 GB         (0)","https://pcpartpicker.com/product/qwzZxr/panram-memory-pud3l1866c104g2njr","Panram Ninja Series 8 GB (2 x 4 GB) DDR3-1866 CL10 Memory","","","","/static/forever/img/no-image.png","Modules",""
"1616031703-195800","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Avexir Blitz1.1 16 GB         (3)","https://pcpartpicker.com/product/VkX2FT/avexir-memory-avd4uz128001508g2bz","Avexir Blitz1.1 16 GB (2 x 8 GB) DDR4-2800 CL15 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/5622be87a677a1fe8a95780decfc2635.256p.jpg","Modules",""
"1616031010-190242","https://pcpartpicker.com/products/memory/","","","Corsair Vengeance RGB Pro 16 GB         (16)","https://pcpartpicker.com/product/zgpmP6/corsair-vengeance-rgb-pro-16-gb-2-x-8-gb-ddr4-3600-memory-cmw16gx4m2d3600c18w","Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory","","","","","Color",""
"1616030985-189916","https://pcpartpicker.com/products/memory/","","","Corsair Vengeance RGB Pro 32 GB         (24)","https://pcpartpicker.com/product/vZrmP6/corsair-vengeance-rgb-pro-32gb-4-x-8gb-ddr4-3200-memory-cmw32gx4m4c3200c16w","Corsair Vengeance RGB Pro 32 GB (4 x 8 GB) DDR4-3200 CL16 Memory","","Buy","https://pcpartpicker.com/mr/newegg/vZrmP6","","",""
"1616030998-190096","https://pcpartpicker.com/products/memory/","","","Crucial Ballistix 16 GB         (16)","https://pcpartpicker.com/product/njvqqs/crucial-ballistix-16-gb-2-x-8-gb-ddr4-3600-memory-bl2k8g36c16u4w","Crucial Ballistix 16 GB (2 x 8 GB) DDR4-3600 CL16 Memory","","","","","Modules",""
"1616031038-190591","https://pcpartpicker.com/products/memory/","","","G.Skill Aegis 8 GB         (28)","https://pcpartpicker.com/product/XJYWGX/gskill-aegis-8gb-1-x-8gb-ddr4-3000-memory-f4-3000c16s-8gisb","G.Skill Aegis 8 GB (1 x 8 GB) DDR4-3000 CL16 Memory","","","","","ECC / Registered",""
"1616031405-193393","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","G.Skill Flare X 64 GB         (0)","https://pcpartpicker.com/product/Qr8H99/gskill-flare-x-64gb-4-x-16gb-ddr4-2400-memory-f4-2400c16q-64gfxr","G.Skill Flare X 64 GB (4 x 16 GB) DDR4-2400 CL16 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/90d5d27eadad6e684b1d31d0ae1b3e48.256p.jpg","","13.333 ns"
"1616031650-195347","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","GeIL EVO POTENZA 8 GB         (0)","https://pcpartpicker.com/product/XyKhP6/geil-memory-gpr48gb4000c19dc","GeIL EVO POTENZA 8 GB (2 x 4 GB) DDR4-4000 CL19 Memory","","","","/static/forever/img/no-image.png","","GeIL"
"1616030932-189259","https://pcpartpicker.com/products/memory/","","","OLOy MD4U1636181CHKDA 32 GB         (3)","https://pcpartpicker.com/product/KV4BD3/oloy-32-gb-2-x-16-gb-ddr4-3600-memory-md4u1636181chkda","OLOy 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/ae076b653790230e95e014df9aadbdff.256p.jpg","","288-pin DIMM"
"1616030883-188625","https://pcpartpicker.com/products/memory/","","","Crucial Ballistix 16 GB         (2)","https://pcpartpicker.com/product/Wy848d/crucial-ballistix-16-gb-2-x-8-gb-ddr4-3000-cl15-memory-bl2k8g30c15u4b","Crucial Ballistix 16 GB (2 x 8 GB) DDR4-3000 CL15 Memory","$79.99","","","","",""
"1616031084-191159","https://pcpartpicker.com/products/memory/","78","https://pcpartpicker.com/products/memory/#page=78","Team XTREEM ARGB 32 GB         (0)","https://pcpartpicker.com/product/Mn7G3C/team-xtreem-argb-32-gb-2-x-16-gb-ddr4-3200-cl14-memory-tf13d432g3200hc14bdc01","Team XTREEM ARGB 32 GB (2 x 16 GB) DDR4-3200 CL14 Memory","","","","","Heat Spreader",""
"1616031615-195042","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Kingston KVR21R15S4/8I 8 GB         (0)","https://pcpartpicker.com/product/kDqbt6/kingston-memory-kvr21r15s48i","Kingston 8 GB (1 x 8 GB) Registered DDR4-2133 CL15 Memory","","","","https://images-na.ssl-images-amazon.com/images/I/41XB4vjMYoL.jpg","First Word Latency",""
"1616031707-195854","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Kingston Savage 64 GB         (0)","https://pcpartpicker.com/product/8LPzK8/kingston-memory-hx426c15sbk464","Kingston Savage 64 GB (4 x 16 GB) DDR4-2666 CL15 Memory","","","","","","Non-ECC / Unbuffered"
"1616030994-190032","https://pcpartpicker.com/products/memory/","","","Team T-Force Delta RGB 16 GB         (38)","https://pcpartpicker.com/product/2bJtt6/team-t-force-delta-rgb-16-gb-2-x-8-gb-ddr4-3200-memory-tf3d416g3200hc16cdc01","Team T-Force Delta RGB 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory","","Buy","https://pcpartpicker.com/mr/newegg/2bJtt6","//cdna.pcpartpicker.com/static/forever/images/product/c9232d03f2211d1838e6a1d2afea359d.256p.jpg","",""
"1616030859-188357","https://pcpartpicker.com/products/memory/","","","G.Skill Ripjaws Series 8 GB         (110)","https://pcpartpicker.com/product/36zv6h/gskill-memory-f312800cl9d8gbrl","G.Skill Ripjaws Series 8 GB (2 x 4 GB) DDR3-1600 CL9 Memory","","","","","","$5.999"
"1616030902-188866","https://pcpartpicker.com/products/memory/","","","G.Skill Ripjaws V 64 GB         (8)","https://pcpartpicker.com/product/kmBhP6/gskill-ripjaws-v-64-gb-2-x-32-gb-ddr4-3600-memory-f4-3600c18d-64gvk","G.Skill Ripjaws V 64 GB (2 x 32 GB) DDR4-3600 CL18 Memory","","Buy","https://pcpartpicker.com/mr/amazon/kmBhP6","https://m.media-amazon.com/images/I/41u7eIxfxBL.jpg","",""
"1616031100-191311","https://pcpartpicker.com/products/memory/","78","https://pcpartpicker.com/products/memory/#page=78","Apacer AS 8 GB         (0)","https://pcpartpicker.com/product/DfH7YJ/apacer-as-8-gb-1-x-8-gb-ddr4-2133-cl15-memory-as08ggb13cdybgh","Apacer AS 8 GB (1 x 8 GB) DDR4-2133 CL15 Memory","","","","https://m.media-amazon.com/images/I/41Mww9SFYCL.jpg","","Non-ECC / Unbuffered"
"1616031610-195010","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Panram Ninja-V 8 GB         (0)","https://pcpartpicker.com/product/44s8TW/panram-memory-pud43000c164g2njr","Panram Ninja-V 8 GB (2 x 4 GB) DDR4-3000 CL16 Memory","","","","/static/forever/img/no-image.png","","2 x 4GB"
"1616031105-191338","https://pcpartpicker.com/products/memory/","78","https://pcpartpicker.com/products/memory/#page=78","Apacer AS 4 GB         (0)","https://pcpartpicker.com/product/cV6p99/apacer-as-4-gb-1-x-4-gb-ddr4-2400-cl17-memory-as04ggb24cewbgh","Apacer AS 4 GB (1 x 4 GB) DDR4-2400 CL17 Memory","","","","/static/forever/img/no-image.png","First Word Latency",""
"1616031451-193813","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","Avexir Core Series 8 GB         (0)","https://pcpartpicker.com/product/878H99/avexir-memory-avd4uz124001604g2cog","Avexir Core Series 8 GB (2 x 4 GB) DDR4-2400 CL16 Memory","","","","/static/forever/img/no-image.png","Form Factor",""
"1616031435-193666","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","Avexir Green Tesla 16 GB         (0)","https://pcpartpicker.com/product/yXkwrH/avexir-green-tesla-16gb-2-x-8gb-ddr4-2666-memory-avd4uz126661508g-2rdgt","Avexir Green Tesla 16 GB (2 x 8 GB) DDR4-2666 CL15 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/7ab863784325644d1aa360cb04959f73.256p.jpg","Voltage",""
"1616031012-190271","https://pcpartpicker.com/products/memory/","","","Corsair Vengeance LPX 32 GB         (20)","https://pcpartpicker.com/product/Yg3mP6/corsair-vengeance-lpx-32-gb-2-x-16-gb-ddr4-3600-memory-cmk32gx4m2d3600c18","Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory","","","","","Form Factor",""
"1616031063-190913","https://pcpartpicker.com/products/memory/","","","G.Skill Ripjaws V Series 32 GB         (71)","https://pcpartpicker.com/product/kXbkcf/gskill-memory-f43200c16d32gvk","G.Skill Ripjaws V Series 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory","","","","","Heat Spreader",""
"1616031557-194562","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","Kingston Savage 4 GB         (0)","https://pcpartpicker.com/product/gNcMnQ/kingston-memory-hx424c12sb24","Kingston Savage 4 GB (1 x 4 GB) DDR4-2400 CL12 Memory","","","","","First Word Latency",""
"1616031323-192657","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","ADATA XPG GAMMIX D10 64 GB         (0)","https://pcpartpicker.com/product/LgZFf7/adata-xpg-gammix-d10-64gb-4-x-16gb-ddr4-2666-memory-ax4u2666316g16-qbg","ADATA XPG GAMMIX D10 64 GB (4 x 16 GB) DDR4-2666 CL16 Memory","","","","","","ADATA"
"1616031364-192998","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","Patriot Viper Elite 8 GB         (0)","https://pcpartpicker.com/product/fpfmP6/patriot-viper-elite-8gb-2-x-4gb-ddr4-2400-memory-pve48g240c5kbl","Patriot Viper Elite 8 GB (2 x 4 GB) DDR4-2400 CL15 Memory","","","","","","15"
"1616031629-195176","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","GeIL SUPER LUCE 16 GB         (1)","https://pcpartpicker.com/product/WfvZxr/geil-memory-glw416gb3200c16dc","GeIL SUPER LUCE 16 GB (2 x 8 GB) DDR4-3000 CL16 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/673db43caa81247b36d353d3e5dcd7ef.256p.jpg","","Yes"
"1616030996-190078","https://pcpartpicker.com/products/memory/","","","G.Skill Trident Z RGB 64 GB         (5)","https://pcpartpicker.com/product/gRMTwP/gskill-trident-z-rgb-64-gb-2-x-32-gb-ddr4-3600-memory-f4-3600c18d-64gtzr","G.Skill Trident Z RGB 64 GB (2 x 32 GB) DDR4-3600 CL18 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/712c928dba9edee5be3380b33b612b50.256p.jpg","","Black"
"1616031003-190145","https://pcpartpicker.com/products/memory/","","","Crucial Ballistix 32 GB         (8)","https://pcpartpicker.com/product/KkqBD3/crucial-ballistix-32-gb-2-x-16-gb-ddr4-3600-memory-bl2k16g36c16u4b","Crucial Ballistix 32 GB (2 x 16 GB) DDR4-3600 CL16 Memory","$187.99","","","","",""
"1616031796-196607","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Panram Ninja Series 8 GB         (0)","https://pcpartpicker.com/product/H2VBD3/panram-memory-pud3l1600c94g2njr","Panram Ninja Series 8 GB (2 x 4 GB) DDR3-1600 CL9 Memory","","","","/static/forever/img/no-image.png","","PUD3L1600C94G2NJR"
"1616031357-192915","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","Patriot Viper Elite 8 GB         (0)","https://pcpartpicker.com/product/CwRFf7/patriot-viper-elite-8gb-2-x-4gb-ddr4-3200-memory-pve48g320c6krd","Patriot Viper Elite 8 GB (2 x 4 GB) DDR4-3200 CL16 Memory","","","","","Manufacturer",""
"1616031114-191397","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","Apacer AS 8 GB         (0)","https://pcpartpicker.com/product/dtgFf7/apacer-as-8-gb-1-x-8-gb-ddr4-2400-cl17-memory-as08ggb24ceybgh","Apacer AS 8 GB (1 x 8 GB) DDR4-2400 CL17 Memory","","","","/static/forever/img/no-image.png","Color",""
"1616031148-191698","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","Apacer AU 16 GB         (0)","https://pcpartpicker.com/product/Zjytt6/apacer-au-16-gb-1-x-16-gb-ddr4-2400-cl17-memory-au16ggb24ceybgh","Apacer AU 16 GB (1 x 16 GB) DDR4-2400 CL17 Memory","","","","https://m.media-amazon.com/images/I/31W2C8aGNQL.jpg","First Word Latency",""
"1616031487-194145","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","Avexir ROG Red Tesla 16 GB         (0)","https://pcpartpicker.com/product/dZwqqs/avexir-memory-avd4uz126661504g4rdrog","Avexir ROG Red Tesla 16 GB (4 x 4 GB) DDR4-2666 CL15 Memory","","","","","","288-pin DIMM"
"1616031065-190926","https://pcpartpicker.com/products/memory/","","","G.Skill Trident Z RGB 16 GB         (86)","https://pcpartpicker.com/product/6jBTwP/gskill-trident-z-rgb-16gb-2-x-8gb-ddr4-3600-memory-f4-3600c18d-16gtzrx","G.Skill Trident Z RGB 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory","","Buy","https://pcpartpicker.com/mr/newegg/6jBTwP","//cdna.pcpartpicker.com/static/forever/images/product/d19422479fca6e5117bb55db3d25eac2.256p.jpg","",""
"1616030971-189760","https://pcpartpicker.com/products/memory/","","","Corsair Vengeance LPX 32 GB         (67)","https://pcpartpicker.com/product/6rrcCJ/corsair-memory-cmk32gx4m2b3200c16","Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory","","","","","","2 x 16GB"
"1616031017-190336","https://pcpartpicker.com/products/memory/","","","G.Skill Trident Z RGB 32 GB         (19)","https://pcpartpicker.com/product/jxH8TW/gskill-trident-z-rgb-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c16d-32gtzrc","G.Skill Trident Z RGB 32 GB (2 x 16 GB) DDR4-3600 CL16 Memory","","","","https://m.media-amazon.com/images/I/419N-fz9syL.jpg","Color",""
"1616030916-189076","https://pcpartpicker.com/products/memory/","","","Corsair Vengeance LPX 32 GB         (1)","https://pcpartpicker.com/product/mtXnTW/corsair-vengeance-lpx-32-gb-4-x-8-gb-ddr4-3600-memory-cmk32gx4m4d3600c18","Corsair Vengeance LPX 32 GB (4 x 8 GB) DDR4-3600 CL18 Memory","","","","","","Yes"
"1616031749-196213","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Avexir Raiden 16 GB         (0)","https://pcpartpicker.com/product/HGqbt6/avexir-memory-avd4u30001508g2rd","Avexir Raiden 16 GB (2 x 8 GB) DDR4-3000 CL15 Memory","","","","/static/forever/img/no-image.png","","1.35 V"
"1616031661-195455","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","GeIL SUPER LUCE 16 GB         (0)","https://pcpartpicker.com/product/VW4NnQ/geil-memory-glwb416gb3200c16dc","GeIL SUPER LUCE 16 GB (2 x 8 GB) DDR4-3000 CL16 Memory","","","","/static/forever/img/no-image.png","","Non-ECC / Unbuffered"
"1616031029-190485","https://pcpartpicker.com/products/memory/","","","G.Skill Ripjaws V Series 16 GB         (20)","https://pcpartpicker.com/product/Nqp323/gskill-memory-f43200c16d16gvrb","G.Skill Ripjaws V Series 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory","","","","","","Red"
"1616031613-195017","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Panram Ninja-V 8 GB         (0)","https://pcpartpicker.com/product/BrDzK8/panram-memory-pud43000c164g2njk","Panram Ninja-V 8 GB (2 x 4 GB) DDR4-3000 CL16 Memory","","","","/static/forever/img/no-image.png","Manufacturer",""
"1616031594-194867","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Avexir Raiden 8 GB         (0)","https://pcpartpicker.com/product/GhkwrH/avexir-memory-avd4uz128001504g2rd","Avexir Raiden 8 GB (2 x 4 GB) DDR4-2800 CL15 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/7e784f6cb553c029e4e7e1c46369291c.256p.jpg","","Avexir"
"1616031130-191538","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","Apacer AU 8 GB         (0)","https://pcpartpicker.com/product/xkddnQ/apacer-au-8-gb-1-x-8-gb-ddr4-3200-cl22-memory-au08ggb32csybgh","Apacer AU 8 GB (1 x 8 GB) DDR4-3200 CL22 Memory","","","","/static/forever/img/no-image.png","First Word Latency",""
"1616031168-191895","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","Thermaltake TOUGHPOWER 16 GB         (0)","https://pcpartpicker.com/product/k3NgXL/thermaltake-toughpower-16-gb-2-x-8-gb-ddr4-4266-memory-r017d408gx2-4266c19a","Thermaltake TOUGHPOWER 16 GB (2 x 8 GB) DDR4-4266 CL19 Memory","","","","/static/forever/img/no-image.png","ECC / Registered",""
"1616030978-189841","https://pcpartpicker.com/products/memory/","","","Corsair Vengeance LPX 16 GB         (261)","https://pcpartpicker.com/product/MYH48d/corsair-memory-cmk16gx4m2b3000c15","Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3000 CL15 Memory","","","","","","Corsair"
"1616031360-192958","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","Patriot Viper Elite 8 GB         (0)","https://pcpartpicker.com/product/DwRFf7/patriot-viper-elite-8gb-2-x-4gb-ddr4-3200-memory-pve48g320c6kgy","Patriot Viper Elite 8 GB (2 x 4 GB) DDR4-3200 CL16 Memory","","","","https://images-eu.ssl-images-amazon.com/images/I/41omO1AQ%2BoL.jpg","","Yes"
"1616030948-189473","https://pcpartpicker.com/products/memory/","","","Crucial Ballistix MAX 16 GB         (1)","https://pcpartpicker.com/product/DLZzK8/crucial-ballistix-max-16-gb-2-x-8-gb-ddr4-5100-cl19-memory-blm2k8g51c19u4b","Crucial Ballistix MAX 16 GB (2 x 8 GB) DDR4-5100 CL19 Memory","","","","","","7.451 ns"
"1616031707-195840","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Kingston Savage 64 GB         (0)","https://pcpartpicker.com/product/8LPzK8/kingston-memory-hx426c15sbk464","Kingston Savage 64 GB (4 x 16 GB) DDR4-2666 CL15 Memory","","","","","Color",""
"1616031344-192790","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","Apacer Commando 32 GB         (0)","https://pcpartpicker.com/product/8ZkwrH/apacer-commando-32gb-4-x-8gb-ddr4-2400-memory-ek32gatgeak2","Apacer Commando 32 GB (2 x 16 GB) DDR4-2400 CL16 Memory","","","","/static/forever/img/no-image.png","Modules",""
"1616031789-196546","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Panram Ninja Series 8 GB         (0)","https://pcpartpicker.com/product/FsX2FT/panram-memory-pud3l1600c98gnjr","Panram Ninja Series 8 GB (1 x 8 GB) DDR3-1600 CL9 Memory","","","","/static/forever/img/no-image.png","","Panram"
"1616031444-193746","https://pcpartpicker.com/products/memory/","75","https://pcpartpicker.com/products/memory/#page=75","Avexir Core Series 8 GB         (0)","https://pcpartpicker.com/product/H6rcCJ/avexir-memory-avd4uz126661704g2cor","Avexir Core Series 8 GB (2 x 4 GB) DDR4-2666 CL17 Memory","","","","","Part #",""
"1616031813-196721","https://pcpartpicker.com/products/memory/","72","https://pcpartpicker.com/products/memory/#page=72","Mushkin Blackline 8 GB         (0)","https://pcpartpicker.com/product/mZfmP6/mushkin-memory-992199t","Mushkin Blackline 8 GB (1 x 8 GB) DDR4-2400 CL15 Memory","","","","https://images-na.ssl-images-amazon.com/images/I/41f%2B7NcC9XL.jpg","First Word Latency",""
"1616030950-189506","https://pcpartpicker.com/products/memory/","","","Corsair Vengeance RGB Pro 32 GB         (7)","https://pcpartpicker.com/product/PfrYcf/corsair-vengeance-rgb-pro-32-gb-4-x-8-gb-ddr4-3600-memory-cmw32gx4m4d3600c18","Corsair Vengeance RGB Pro 32 GB (4 x 8 GB) DDR4-3600 CL18 Memory","","","","","","18"
"1616030959-189603","https://pcpartpicker.com/products/memory/","","","G.Skill Ripjaws V Series 8 GB         (5)","https://pcpartpicker.com/product/D6RFf7/gskill-memory-f43200c16d8gvkb","G.Skill Ripjaws V Series 8 GB (2 x 4 GB) DDR4-3200 CL16 Memory","","","","","Price / GB",""
"1616031592-194852","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Avexir Raiden 8 GB         (0)","https://pcpartpicker.com/product/6Kp323/avexir-memory-avd4uz130001504g2rd","Avexir Raiden 8 GB (2 x 4 GB) DDR4-3000 CL15 Memory","","","","/static/forever/img/no-image.png","","10 ns"
"1616030955-189568","https://pcpartpicker.com/products/memory/","","","Crucial Ballistix 16 GB         (1)","https://pcpartpicker.com/product/rtkgXL/crucial-ballistix-16-gb-2-x-8-gb-ddr4-2666-memory-bl2k8g26c16u4b","Crucial Ballistix 16 GB (2 x 8 GB) DDR4-2666 CL16 Memory","","","","","","Yes"
"1616030980-189880","https://pcpartpicker.com/products/memory/","","","Team T-Force Delta RGB 16 GB         (27)","https://pcpartpicker.com/product/Zz3H99/team-t-force-delta-rgb-16-gb-2-x-8-gb-ddr4-3200-memory-tf4d416g3200hc16cdc01","Team T-Force Delta RGB 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory","","","","//cdna.pcpartpicker.com/static/forever/images/product/427dea81b21fb0e208f93a88f10d58e4.256p.jpg","","Yes"
"1616031796-196610","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","Panram Ninja Series 8 GB         (0)","https://pcpartpicker.com/product/H2VBD3/panram-memory-pud3l1600c94g2njr","Panram Ninja Series 8 GB (2 x 4 GB) DDR3-1600 CL9 Memory","","","","/static/forever/img/no-image.png","","Red / Silver"
"1616031026-190451","https://pcpartpicker.com/products/memory/","","","G.Skill Ripjaws V Series 16 GB         (167)","https://pcpartpicker.com/product/Cf98TW/gskill-memory-f43200c16d16gvkb","G.Skill Ripjaws V Series 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory","","","","","Voltage",""
"1616031148-191705","https://pcpartpicker.com/products/memory/","77","https://pcpartpicker.com/products/memory/#page=77","Apacer AU 16 GB         (0)","https://pcpartpicker.com/product/Zjytt6/apacer-au-16-gb-1-x-16-gb-ddr4-2400-cl17-memory-au16ggb24ceybgh","Apacer AU 16 GB (1 x 16 GB) DDR4-2400 CL17 Memory","","","","https://m.media-amazon.com/images/I/31W2C8aGNQL.jpg","","288-pin DIMM"
"1616031671-195529","https://pcpartpicker.com/products/memory/","74","https://pcpartpicker.com/products/memory/#page=74","GeIL SUPER LUCE 16 GB         (0)","https://pcpartpicker.com/product/xH2rxr/geil-super-luce-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-glb416gb3200c16dc","GeIL SUPER LUCE 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory","","","","/static/forever/img/no-image.png","","288-pin DIMM"
